Year,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Chad,Chile,China,Colombia,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,French Guiana,French Indochina,French West Africa,Gabon,Georgia,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guinea,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Mali,Martinique,Mexico,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,Sudan,Réunion,Romania,Russia,Rwanda,Ryukyu Islands,Saudi Arabia,Senegal,Serbia,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,USSR,Uzbekistan,Venezuela,Viet Nam,Yemen,Zambia,Zimbabwe,World
1999,47.4567373344041,51.296,3435.12740751139,83.3617912558732,3225.92438588793,164.78825914779,3519.991168,1607.357,104.612225645929,0.0,60.1613086656139,842.357087685673,106.67211982956,890.89452,3113.23257,80.3845844253063,59.3209216680051,150.224,0.0,16439.0,83.0492903352072,1084.75660797246,71.4529639336056,0.0,0.0,7047.60809593953,0.0,0.0,967.9007664,228321.99054,4130.63603556377,0.0,470.612293365705,261.994201089887,1115.05986042158,762.391915252442,740.096,1962.9098,1613.52906936974,65.4985502724718,1354.876,0.0,972.598739622457,1033.48447572459,10825.4814670591,439.238140474658,17.8632409834014,361.043441585024,259.01699425932,38.5585990842033,478.644051272079,8386.27661074137,39.6224080150002,,,71.4529639336056,136.438119836412,15614.94268,756.210534963992,6366.36369124215,97.2598739622456,683.956533024824,119.088273222676,0.0,417.276233450925,560.582709762648,1224.44014710069,60.3944194179375,45128.55960885,14233.213553108,1948.08047107702,1166.0,8603.06713918278,2475.20812795668,15277.307808,241.26024,35010.1249425949,1045.66084109281,333.026,583.532538791112,558.640723323557,169.436567191674,32.6265069174028,135.67242994575,1057.1201379815,5.9544136611338,1214.7003868713,345.806498204705,491.7621149594,260.144,17.8632409834014,74.4301707641725,4075.34731859195,0.0,94.122458673141,15709.2223767383,41.5246451676036,3448.59849538399,86.3389980864401,136.438119836412,0.0,115.67579725261,517.0,0.0,532.1475386452,150.595933877026,11.9088273222676,1012.25032239275,892.3045,475.560820880567,3873.65618492073,323.153774777784,0.0,326.884866123752,1707.06541197959,5331.71030632903,538.204375537086,6177.662,3827.13142951703,398.21056688192,345.35599234576,22783.5775511769,210.8141,92.2934117475739,154.814755189479,2644.77201731643,13172.5018354286,26.7948614751021,,6357.04494899986,404.900128957098,784.096,17.8632409834014,670.326414848458,1827.38763910302,464.529219208869,0.0,3407.1772236283,14431.604035,394.484129092234,26.4149386766668,1139.19338787444,1605.8629840615,1999.64730707612,7373.59056333304,13.0335820916673,10782.5687303209,244.130960106486,294.917037175842,2229.46504291426,14589.7788101232,180.928811087416,139.928721036644,2534.9263992,2753.09607750738,6530.86074666667,336.42437185406,40238.7251838445,353.299804800419,17903.0541594039,1497.71,3816.95863877835,4232.54776101217,567.235195990073,122.065480053243,404.900128957098,703310.274284533
2000,20.739253784662,87.936,3789.89876446986,80.2609208677587,2744.94832741587,138.85,3620.85584,1711.556,121.04,0.0,34.1066461092584,1442.85951330434,112.802463387043,866.75724,3270.29903,101.0693077594,59.25501081332,311.44,0.0,16047.0,94.808017301312,1187.81062987483,41.6167737832823,0.0,0.0,7171.44035118383,0.0,0.0,1028.5742934,244388.2,4374.76139681904,8.91788009641763,448.076451787419,261.591149494917,1243.58855973023,695.615190886763,762.708,1936.8612,1854.68183845692,68.3704140725352,1385.26,0.0,1068.49000041615,1257.00157781905,11165.9546190334,454.343255308922,17.8357601928353,373.71848349732,356.715203856705,38.515757028658,504.843843616835,8560.92514803824,39.5906008761904,,,86.2061742653704,139.249275411302,15101.85922,787.746075183557,6536.76317676085,112.802463387043,836.618270120566,121.877694651041,0.0,548.345308131457,518.48134461655,1353.05754684521,64.44204349275,45967.342989675,16626.0,2319.25193542957,1700.904,9231.5322135726,2205.56311506538,15862.118916,274.62968,35085.7429068556,1020.35716276865,475.07,463.729765013717,457.597501965883,220.339092818801,38.515757028658,86.33438827325,1085.72823447806,29.7262669880588,1212.8316931128,292.54133849195,519.2793219044,293.12,20.8083868916411,62.4251606749234,4613.00259181696,0.0,109.669061626291,16400.3221088435,38.515757028658,3699.26345300779,109.987187855817,157.025778655298,0.0,121.472772167306,469.0,41.478507569324,530.7816490548,225.604926774085,14.8631334940294,1010.693077594,889.7321,477.493045529617,3987.86222773644,404.208827136903,0.0,290.331073092063,1751.88408877143,5057.07542225898,481.68564399365,6114.4465,3809.08771545204,468.966384002303,359.687830555511,23787.7636406919,172.7616,59.4525339761175,154.576588337906,2655.95952800322,15112.57704,29.7262669880588,,7000.38911392528,541.01805918267,1055.232,29.7262669880588,462.189084343896,1190.45249050087,490.673884605486,0.0,3347.05,14727.623971,405.896824071242,26.3937339174603,1287.70864177102,1724.933386165,1790.59892073607,7080.97379219174,22.6819654372295,10848.2297837888,282.399536386558,316.47357783587,2581.42794497549,15183.7338589381,180.727782980626,148.631334940294,2261.37268182,2359.04302255704,6331.88394666667,335.906816965064,41445.3094022825,313.425590269841,18994.1937162097,1481.62,3860.08358542856,5359.61572806479,540.021896729924,154.576588337906,404.277231037599,735284.883357423
2001,20.6503739668956,0.0,3766.24162177552,222.062875156933,2461.84182178401,143.5,3540.902528,1719.922,305.079664717349,0.0,33.4334473938901,2008.98638163656,105.755929077876,822.74832,2957.38873,100.668503404476,64.901175324529,351.744,0.0,15227.0,91.451656139109,1204.32337265832,20.7258683479804,0.0,0.0,6951.82782306179,0.0,0.0,1031.4052218,270828.1739352,3033.22420747658,0.0,507.006365873345,260.553773517468,1423.55128624991,559.884330412283,745.044,1628.8356,2070.93750353724,79.9426350564958,1387.852,0.0,1160.20475135434,1296.22175497116,11749.361683905,497.674960366474,17.7650300125546,379.768403467416,361.222276921944,38.350694509949,503.630774616228,8655.3297627933,26.1203376316606,,,97.7076650690504,135.702457496742,13370.31318,763.896290539849,6565.91924766357,111.976866082457,846.047432623006,127.316048423308,87.093118064133,559.884330412283,513.309295748548,1356.59333091564,57.68892367875,47661.4338521625,18702.0,2273.47442278452,1851.19,10094.1149923386,1780.33107372465,16394.4841495507,266.03096,34374.1852693823,1203.60410618004,601.0699,529.990062041213,348.265077019688,205.627782594822,38.350694509949,106.037950248607,1094.9454021499,26.6475450188319,1208.02204085371,283.389164780861,452.7115193784,315.104,20.7258683479804,74.0209583856442,5546.10043682339,0.0,108.866397580166,15988.4093273543,26.55048081458,4536.83667459229,106.590180075328,150.452724615954,0.0,115.052083529847,478.0,38.350694509949,534.7431749308,217.732795160332,17.7650300125546,965.233297348801,852.9602,518.218434605296,4413.27992206797,348.372472256532,0.0,287.323713948266,1753.32766352521,3623.42722339701,437.515655330314,4956.9381,3626.93968635881,470.854384130618,393.791498611627,24658.751989836,173.8863,76.98179672107,153.96359344214,2768.36439865271,15862.5410742857,35.5300600251092,,7809.49608708949,618.815212103986,1205.456,44.4125750313865,241.904380755063,1209.31503351606,504.961811235356,0.0,3406.88,15014.36895,445.458067000176,29.3853798356181,1331.58740800468,1757.8781565588,1897.34813960326,7271.88168977109,32.1293410304409,11844.6713266278,322.731378561409,295.494507717594,2595.33745061236,15086.9303515302,179.953258854376,174.68946179012,2474.65972368,2312.48011141073,5843.83807333334,361.222276921944,41613.3674887661,450.575824146145,20951.2794161275,1681.68,3862.54492728181,6448.81678451911,565.582485079973,85.8643117273473,322.731378561409,769401.8025936161
2002,23.4988504561476,0.0,4057.50522798525,238.873047735699,1718.82159949975,211.36,3487.737952,1735.653,472.745497076023,0.0,24.5701865088913,1997.40228877255,126.588944997019,982.44972,2993.24657,100.267699049553,64.621838754406,454.336,0.0,14390.0,96.932758131609,1190.89625581162,11.7961998881827,0.0,0.0,7145.21432773192,0.0,0.0,1098.5281884,296590.305438,2901.31916607288,0.0,503.268244744248,259.516397540018,1392.12107386063,555.756343889354,765.985,1403.4794,2126.64596628136,106.165798993644,1416.3,0.0,1281.32712618934,1318.1940086389,12721.4019969925,555.756343889354,17.694299832274,356.320512712884,359.784096589571,44.0603446052768,484.866414364636,8642.74248082596,25.8469413458608,,,103.216749021598,138.055746429867,12695.69208,760.854892787781,6313.26653749489,95.713592558722,839.80958632169,144.503448630237,120.41387450936,512.530850475737,481.726434351027,1425.78310914041,38.26828147275,51504.2754675,18353.0,2536.18925186222,1859.797,10619.7806132875,1700.80291055992,16288.7788242193,276.7128,32417.2534357654,1321.33003003371,622.7241,586.860944437087,586.954455490181,229.36229491256,96.932758131609,114.398659118984,1059.24804060554,20.6433498043196,1324.1234374485,290.49991111852,468.219664759,300.448,11.7961998881827,44.2357495806849,5727.84479868599,0.0,92.6260573148923,16553.1517848411,58.7471261403691,4597.84293399963,197.586348127059,187.990803649181,0.0,114.55689597372,488.79,41.1229882982584,550.921391353,231.565143287231,20.6433498043196,843.428292005059,875.198,630.634787061543,4394.28503529961,314.928594870634,0.0,197.082927762189,1747.89940851384,5551.49392234181,442.628870547867,4670.148,3910.19323480859,496.863771624246,374.529346449799,26040.1582425107,219.1937,82.5733992172785,153.350598546374,2642.09401872191,17116.1612914286,41.2866996086393,,8645.97563040653,663.536243710274,1194.464,58.9809994409132,79.3086202894983,1165.23968718606,443.472043487521,0.0,3354.65,15530.168284,405.355170368547,29.0778090140934,1280.32695526988,1690.5941338154,1736.29317996165,7734.05915637959,44.5982240107756,13408.7045390521,321.446446952977,311.841059626804,2714.94835107837,15513.2931684073,179.178734728126,203.484448071151,2817.472815,2598.97972849606,5988.26483090001,412.866996086393,43163.872435271,439.398002879634,22926.065976279,1692.94,3075.78602015744,8436.087313757,578.764393320551,91.4205491334155,241.822097707744,811536.366436924
2003,29.2465919019468,289.456,4031.85744883744,279.039852823228,2269.65212408043,220.25,3584.01616,1754.471,541.617450292398,0.0,48.1305749447301,1988.76824933238,134.842487356237,1165.14396,2933.46982,99.8668946946289,64.342502184283,443.344,0.0,13096.0,93.5890940862298,1247.57107355204,11.7490464346622,0.0,0.0,7212.9462331501,0.0,0.0,1133.315523,345186.1362369,3190.29974624263,0.0,471.948705746829,258.479021562569,1383.62282057713,560.822163322531,750.984,1484.85155066712,2202.2683702166,132.17677238995,1329.911,0.0,1210.51778422076,1349.00450191822,11894.3151201966,579.209775234745,17.6235696519933,335.282000562258,452.338287734496,46.7945470431149,466.621182756018,8555.68044721851,25.5735450600611,,,102.804156303294,137.45898193915,13373.41368,757.813495035713,6368.12861071883,95.0026615464397,833.571740020374,143.925818824612,119.519477429392,527.111541483472,473.794788811538,1411.83511012323,32.11272642375,54466.36948125,18011.0,692.545495038061,2126.951,11078.0539997787,1684.57012306555,16938.4097333156,312.5096,31935.2734533086,1278.13415686561,784.3956,660.88386194975,676.501970056484,325.298797830728,99.4384124666192,125.349958203523,1417.17804003928,8.81178482599667,1398.1365257248,292.462884947714,411.1230712118,381.056,79.30606343397,64.6197553906422,6858.32580100653,0.0,91.9380595610706,16678.3220025189,64.342502184283,4657.71767373867,240.855451910576,228.123416835185,0.0,116.986367607787,433.922,40.9452286627255,534.082053312,370.816840229652,20.5608312606589,919.362883512319,904.099,909.133082289346,5170.7974482642,370.816840229652,0.0,226.965212408043,1739.00106408416,5358.2208591743,495.487435538684,4565.8272,3616.0724679374,508.044957749929,378.906747517857,26834.6619516762,245.6298,108.678679520626,152.737603650609,2650.04416981418,18666.2972571429,41.1216625213178,,8781.15600658298,675.570169993078,1033.248,67.5570169993078,58.4931838038936,921.646674872964,451.411435655107,0.0,3577.14,16037.505734,462.09615205076,28.7702381925688,1206.00762215242,1653.7842115495,1754.09206465239,7346.74388576904,72.6395373796772,13735.2902162127,320.161515344546,318.718606478378,2704.37497181008,16021.7812724247,178.404210601876,202.671050997923,3612.12726888,2909.22586332591,5867.54947533334,472.899118995154,43349.1005429743,457.127117948593,25672.6583715289,1792.38,3346.9377097355,9595.80680302875,561.523374355185,140.988557215947,158.61212686794,873927.064452829
2004,29.1196207337091,285.792,4896.47848517621,301.323744264401,2691.30332586206,298.33,3554.645056,1790.0,725.307384015595,0.0,141.362330615033,1980.13420989222,133.833423983965,1293.78942,2837.04753,99.4660903397052,66.9751276875309,520.288,0.0,13273.0,96.09474842124,1415.93527630399,11.7018929811418,0.0,0.0,7515.0667377504,0.0,0.0,1214.9317818,379992.16045,3364.91978697677,0.0,620.500420289293,257.441645585119,1470.38176591161,580.958726839485,807.692,1626.76429788088,2230.56294820212,160.9010284907,1458.926,0.0,1098.0424104139,1492.70877768142,12689.0454852028,523.167021028228,17.5528394717127,364.802383276711,523.659710906095,46.5913931739345,528.846158563297,9064.84163120923,25.3001487742614,,,102.391563584991,168.893800255513,13929.04713,754.772097283646,6363.900781012,94.2917305341573,909.458949345582,143.348189018987,124.70841780324,574.875389385669,410.586652345298,1289.29916678938,49.79086126875,56948.85,19275.0,890.059118687244,2295.081,11463.4378845042,1599.48859269972,17407.9359285422,315.02328,31276.1899834208,1390.06291771449,901.6187,710.889998604364,937.179895558922,369.445501668349,99.0067104946109,134.16883725625,1565.45692051462,46.8075719245672,1433.48189018987,351.024167144266,451.5112302696,373.728,67.2858846415653,46.8075719245672,6214.12706457352,0.0,91.250061807249,17288.8674012474,23.2956965869673,4896.47848517621,219.410493396409,206.749307209334,0.0,113.566520861465,445.866,46.5913931739345,487.54429329856,215.958479610489,20.4783127169981,915.673125774345,716.396,931.944253684291,5940.40262967665,431.916959220979,0.0,202.401190194091,1979.73664158596,5415.44045890563,550.278235840186,5070.0562,4003.88555418962,497.385978089931,409.566254339963,25105.1725415478,282.5791,122.869876301989,152.124608754843,2992.09008897887,20915.3481805714,40.9566254339963,,9036.71787561285,950.778804717771,1341.024,70.2113578868508,0.0,1216.84169532801,473.211076147896,0.0,3850.38,16292.143058,553.272793940473,28.4626673710441,1284.426854978,1752.2320612189,1693.73014644308,7544.89373210402,81.4032461303142,15004.6325357708,318.876583736114,316.333547598463,2965.3806868781,17207.1837350144,218.397155502818,222.335966641694,4264.07022,3204.21282727408,5976.62966252001,509.032344679668,45885.580950428,265.651562129745,29244.835102864,2132.33,2150.51264581222,10357.8490949803,549.742396836239,155.050082000129,198.93218067941,933646.306194067
2005,23.1941196523771,245.488,5661.89399626903,521.549593861056,3231.57941507262,331.11,3664.126688,1797.48,742.5,0.0,138.332936395875,2012.08987984371,138.861831548589,1457.44434,2933.95309,99.0652859847816,66.6830940005841,512.96,0.0,14349.0,104.373538435697,1586.36230996263,11.6547395276214,0.0,0.0,7599.11562879137,0.0,0.0,1172.6468046,411648.776,4235.77785867214,40.7915883466748,821.096047417742,256.40426960767,1499.85503545076,642.990654779334,821.808,1624.53366,2246.93034132403,206.871626615279,1363.377,0.0,1141.08200707319,1570.42871865097,14143.5170321887,464.885262140927,17.482109291432,372.883125902844,620.614879845838,55.0860341743956,542.21246,9108.28453820269,25.0267524884617,,,101.978970866687,176.855162349375,12920.59811,713.852796066809,6791.11516028978,99.6182704587701,984.107762713911,0.0,123.768154206351,567.522268068145,397.199299046958,1198.9397491,53.94897585,60828.675,18770.0,1045.18218610217,2357.05522011,11374.0414369942,1775.27268374707,17403.2194102613,281.91488,32279.645554026,1408.94657440244,927.8771,842.054930870643,748.022544955475,409.668257886649,98.5750085226026,134.455932255936,1603.63737377441,58.2736976381068,1433.53296189743,383.313,443.2104130678,443.344,58.2736976381068,67.0147522838228,7042.31457945299,0.0,90.5620640534274,18594.1883556638,43.488974348207,4865.1311995511,195.216887087658,214.545606784488,0.0,113.071333305338,420.721,46.3882393047542,576.64373216432,217.348953728226,23.3094790552427,1069.32235165926,779.915,935.028181194343,6703.10057953698,431.679171988004,0.0,234.625804579328,2174.19912243511,6220.09380590814,613.155435967312,5057.14221,4087.6298,522.591093051085,396.261143939126,22409.9995137304,365.0851,131.11581968574,151.511613859078,3174.80798770029,22256.0304685714,40.7915883466748,,9081.30110228479,1040.18550284021,1359.344,67.0147522838228,0.0,1256.39803855956,486.733219250613,0.0,4188.21,16791.774036,591.450051135616,28.1550965495194,1315.1049647203,1847.4561777757,1636.93974735119,7842.51170746,105.520611879894,15912.1639513512,317.591652127682,280.742398565625,2959.40467352373,19117.008126562,255.135316176148,250.576899843859,4785.32082,3483.94062034057,5941.16315334667,541.945388034393,46194.121028709,262.780901128848,31462.8233084495,2266.7,2468.26346417454,12147.9201679325,540.523140361661,171.907408032415,238.922160316238,988610.96137329
2006,20.0940007446592,260.144,6538.32953631235,539.767091674364,3772.51394642219,338.21,3888.061568,1954.142,783.1,0.0,140.136192324507,1992.17664525622,137.500447889301,1561.84848,3111.96868,585.950372245433,68.8937168388317,611.888,0.0,15440.0,94.7288606533936,1519.29527551953,11.5458201427672,0.0,0.0,7742.18577242552,0.0,0.0,1258.5547134,470086.624,4241.74755919793,40.410370499685,567.936632586241,141.436296748898,1588.04169793992,693.480519789516,821.001,1748.45456908106,2405.53894628921,204.938307534117,1395.466,0.0,1536.41804815436,1737.09661948106,15569.2941808067,532.066950528163,17.3187302141507,413.696214823311,678.31693338757,54.5408591640751,573.8982646,9165.70132219702,24.8600589550062,,,101.025926249213,175.104863632031,13208.17876,707.181483744488,6599.21817791465,92.6633453167025,974.45969591113,0.0,116.576466688755,678.534818931983,393.268300288331,1295.85392134,61.047697095,64252.05,19303.0,1235.27458419381,2347.85117096786,12459.1455435178,1795.81935349184,17473.8646430873,314.17048,31990.8738717745,1401.36192324507,1470.676,854.390690564769,775.939287130143,443.257471931129,155.010862887371,168.58759561707,1180.77717606761,60.6155557495276,2081.13408073378,515.276,438.7411558014,461.664,57.7291007138358,75.0478309279865,7182.16998044821,0.0,89.674205145196,20056.1805491024,54.5408591640751,5050.11545976302,236.689312926727,223.904579726203,0.0,114.822861398053,399.936,45.9291445592211,544.7540324136,215.21809234847,23.0916402855343,1296.01831102561,804.52035,1274.20130428395,8063.43544167826,427.447044525434,0.0,254.815604288814,2442.50079232936,4878.77738466591,689.866636001422,5983.742,4000.136,552.759425280001,392.557884854083,22228.9338354137,457.0795,77.9342859636783,155.868571927357,3655.57009679296,24544.5642514286,40.410370499685,,9550.02199544791,1131.49037399118,1502.24,92.3665611421372,0.0,1389.14752372861,511.556728145849,0.0,4486.12,16744.748886,625.784594619388,27.967566324382,1442.26029033581,1852.7453329691,1694.60988125747,7532.37970771227,116.970721759604,16413.9948609173,314.623598890405,358.696820580784,3084.3645586506,20840.5348522298,358.821441868915,248.235133069494,5484.27684,4588.16274129128,5892.78014438667,536.880636638673,46850.7442644436,261.030619027565,35339.6061667857,2347.77,4648.83102458616,12762.5610443936,519.022934535213,216.484127676884,274.21322839072,1078824.9020473799
2007,11.3191041347808,443.344,6998.77319425865,540.88837789128,3985.15080852073,406.85,3971.54744416,2130.776,816.51,0.0,143.763890411187,1963.86456738447,117.921733070072,1617.76998,3087.42303,600.670777552947,67.914624808685,637.536,0.0,17200.0,76.4039529097706,1940.54563284709,11.3871237450796,0.0,33.9573124043425,7745.25639755742,0.0,0.0,1340.08191396,514980.844,4592.38282298905,39.8549331077785,922.737561273317,182.193979921273,1611.87998814998,722.270615054194,812.413,2043.0810083196,2360.0332121018,204.968227411432,1407.086,0.0,1645.00817632751,1833.90171203749,17097.3805833983,521.803668835071,17.0806856176194,596.71615450039,629.138586915646,56.5955206739042,605.4675055,9334.06330890355,24.4113372650581,,,88.2502090243667,172.616338055408,14306.01387,697.461329386124,6406.63147340676,91.3893431293062,1002.33473109562,0.0,114.973689743321,713.426485073938,384.849540582548,1328.095705,63.172091884,68534.625,19824.0,1629.32409132678,2374.05629723679,14844.9528320885,1810.3601014742,17913.9862265394,270.19096,30658.3499379162,1541.46838051995,1898.083,984.986203949383,796.025985795274,505.650639968265,152.807905819541,170.734184407079,1429.65202131124,59.7823996616678,2015.52090287908,524.055,433.3368578576,472.656,105.330894641986,71.1695234067473,7496.07671325861,0.0,88.4412998025543,21511.5087514061,67.914624808685,5637.90062870836,256.21028426429,234.871410796702,0.0,116.020817381504,402.967,48.1061925728185,687.30207523,212.25911952613,17.0806856176194,1819.09301827646,868.83,1405.69137290938,9907.04589396692,421.570195725509,0.0,250.216206966845,2584.55033293802,5156.4910867252,723.185866477346,7050.407,4165.777996,867.907931000868,444.097826058103,24086.4179491797,702.6719,125.258361195875,153.726170558574,4053.97538788988,27644.8361828571,39.8549331077785,,10995.2753221889,1221.26902165978,1568.192,96.7905518331764,0.0,1484.93253318064,542.903391828877,0.0,4582.68,16823.910075,653.678263783593,27.4627544231903,1339.47738532354,1885.0116487085,1847.63222121044,7295.16261486625,130.197470171469,14699.4222087619,384.315426396436,362.609329190473,3107.32569133984,22779.5565063464,362.211332312987,250.516722391751,6164.169672,5793.15232471745,6117.01500000001,631.985367851916,45508.8810909415,256.31904128311,38272.7208557277,2553.99,3319.9418680479,14279.049866026,625.639152715349,207.815008347702,153.726170558574,1158094.49171144
2008,14.0416386894845,458.0,7583.00498155868,684.388447872825,3925.18427483255,412.21,3862.907552,2132.968,770.84,0.0,157.934867630062,3819.32572353977,119.742383822967,1812.58488,3032.53291,517.533413060855,67.3998657095254,699.824,0.0,18884.0,92.6748153505974,1862.43862085016,180.995291999425,0.0,294.874412479174,6983.86614668299,0.0,0.0,1330.91729046,525924.483,4228.49396879688,39.5927201248742,835.27614081387,138.57452043706,1526.86705644433,677.566659681181,818.201,1996.14869291389,2448.86178744609,158.370880499497,1154.749,0.0,1670.55228162774,2221.29746462115,16716.6719617349,516.936632601591,16.9683086249461,602.72153885124,704.184807935262,53.3582270200409,619.774121,8879.58403152867,23.7889956050457,,,87.6695945622214,171.30799201171,13444.07487,692.872602185298,6053.53337260382,119.742383822967,992.985621946559,147.058674749533,119.742383822967,709.6926650971,544.815581151997,1260.647849,60.82784136,73125.975,20772.0,2311.11356298658,2106.7332656067,15893.5121791719,1724.12230496151,16127.2091026676,300.59484,28552.5614802935,1566.18743733145,1741.082,1088.79980343404,931.815719017367,502.399135386334,151.649697846432,167.478932438125,1521.43922483627,36.7646686873832,2118.21052668077,453.817,403.858468816,458.0,62.2171316248023,90.4976459997124,7498.2350601847,0.0,58.4109189380329,20963.5742358079,103.908126302185,6121.52980337155,285.633195186592,258.366151886514,0.0,112.333109515876,398.93733,53.3582270200409,639.0924749203,210.279308176918,22.6244114999281,3846.14995498778,832.63741,1429.31055205206,11764.0848940501,733.057032672313,0.0,324.125065118748,2798.1806080435,5166.82363191013,802.878601670294,6692.9931,4011.64012180152,1360.87210941237,384.614995498778,24347.6103931883,789.9233,96.1537488746944,152.714777624515,4142.66389789389,23625.3654308571,39.5927201248742,,11392.3684517152,1184.95355230873,1711.088,98.9818003121854,0.0,1603.85939839458,593.026104762484,0.0,4473.86,14389.498377,688.040295784738,26.7626200556764,1396.012220152,1857.8616539863,1911.01189832375,6619.22847822297,78.6890212050885,13127.4507942333,486.424847248454,379.670973097214,3294.72912977275,24836.8864779756,390.357555567668,458.144332873544,6293.77689,7833.56943445109,5202.562,675.904293560352,41415.652092903,249.78445385298,35643.2956493874,2826.67,3253.14514899,15280.111221897,755.455116830464,214.931909249317,152.714777624515,1169150.37754528
2009,11.2254922218095,553.264,8221.35206720689,693.727367555844,3728.18426411434,240.33,3829.016896,1798.59,621.03,0.0,251.129418687396,4580.00082649826,101.725131232757,1873.55232,2795.20248,506.845709357127,67.3529533308568,534.944,0.0,19031.0,84.191191663571,982.972455727531,218.028601231837,0.0,356.409378042451,5391.03933339082,0.0,0.0,1100.03447952,583560.264,3669.7487740812,42.4731041360721,831.239643787674,107.598530478049,1224.17414710984,642.321542926839,673.105,1566.07505923013,2441.54455824356,178.387037371503,764.407,0.0,1522.97053617042,2109.52119019636,19513.3696259999,479.561332954427,16.9892416544288,257.000171479858,651.254263419772,42.0955958317855,385.280114,7679.22875147583,23.3741960132561,,,96.2723693750967,331.152020543379,12312.75171,693.727367555844,4581.72258236753,119.163725158373,592.912193470928,116.093151305264,119.163725158373,712.075918629301,429.375077484212,972.707283,28.0970211888,85141.35,19650.0,2516.58112200422,1326.77576754352,17975.5794428873,1710.32351463943,13340.6827138461,385.94816,25308.4817189678,1393.10740682377,1494.267,1279.85620463364,719.023177715493,241.105450847584,381.666735541522,176.177971107712,1760.5493983769,28.3154027573814,2503.08160375252,284.023,378.0564236064,454.336,53.7992652390246,90.6092888236205,7425.66310472696,0.0,58.1286464187185,20348.6968421053,89.8039377744757,6372.51582917331,300.143269228243,255.379948046165,0.0,457.438808038736,416.2114,53.321088053595,586.0488,209.263127107386,16.9892416544288,3850.89477500387,841.93371,1438.04635543099,11410.7128434693,662.66656917339,0.0,239.585509135875,3219.79550082602,5671.08775521357,911.593644516987,5757.2379,3222.52816892027,1472.41143377768,424.731041360721,23296.0766694009,340.571,240.680923437742,147.240094338383,3093.07360949484,19746.3716434286,36.8100235845958,,16537.5330874563,1279.85620463364,1330.032,90.6092888236205,0.0,1213.14953755415,421.514772343581,0.0,4549.53,11401.950912,724.04424830671,20.4524215115991,1263.16454783556,1848.1378529427,1861.00116585186,6075.79766505437,82.4031287706933,14088.7312260804,453.046444118102,342.959013870439,3297.57527970386,26557.9365866259,420.955958317855,447.383363566626,2590.089264,6830.72018829718,3720.4821155894,747.526632794869,29614.6444782454,417.813753736952,29436.0469786399,2904.99,3137.98581477963,18628.7043420928,761.31865875758,339.784833088577,268.996326195123,1201972.56400112
